No,Heartbeat,Temperature,Spo2,UserCode,GyroX,GyroY,GyroZ,Time,Label
9664,136,36.7,97,18,-0.08,9.96,0.95,4.03E+11,Standing
9665,142,36.6,98,18,-0.04,9.89,0.99,4.03E+11,Standing
9666,128,36.6,98,18,0,9.92,0.93,4.03E+11,Standing
9667,128,36.5,97,18,-0.08,9.92,0.99,4.03E+11,Standing
9668,135,36.6,98,18,-0.08,9.96,0.95,4.03E+11,Standing
9669,135,36.5,96,18,-0.08,9.92,0.99,4.03E+11,Standing
9670,140,36.6,95,18,-0.11,9.92,0.99,4.03E+11,Standing
9671,129,36.6,97,18,-0.15,9.92,1.04,4.03E+11,Standing
9672,136,36.5,99,18,-0.15,9.92,0.95,4.03E+11,Standing
9673,130,36.6,98,18,-0.11,9.89,0.99,4.03E+11,Standing
9674,139,36.7,98,18,-0.11,9.92,0.99,4.03E+11,Standing
9675,131,36.7,98,18,-0.08,9.92,0.95,4.03E+11,Standing
9676,141,36.7,98,18,0,9.92,0.99,4.03E+11,Standing
9677,139,36.6,97,18,0,9.92,0.99,4.03E+11,Standing
9678,139,36.6,97,18,-0.08,9.89,1.08,4.04E+11,Standing
9679,139,36.5,97,18,-0.08,9.89,1.08,4.04E+11,Standing
9680,136,36.6,97,18,-0.11,9.92,0.99,4.04E+11,Standing
9681,130,36.5,95,18,-0.08,9.92,1.04,4.04E+11,Standing
9682,131,36.6,96,18,-0.11,9.92,0.99,4.04E+11,Standing
9683,129,36.6,96,18,-0.11,9.92,0.93,4.04E+11,Standing
9684,131,36.5,96,18,-0.15,9.92,0.95,4.04E+11,Standing
9685,129,36.5,96,18,-0.08,9.96,0.95,4.04E+11,Standing
9686,141,36.6,96,18,-0.11,9.92,0.95,4.04E+11,Standing
9687,134,36.5,98,18,-0.27,9.92,0.95,4.04E+11,Standing
9688,138,36.5,96,18,-0.19,9.92,0.93,4.04E+11,Standing
9689,139,36.7,97,18,-0.11,9.96,0.89,4.04E+11,Standing
9690,132,36.6,95,18,-0.04,9.92,0.89,4.04E+11,Standing
9691,135,36.6,97,18,-0.15,9.96,0.95,4.04E+11,Standing
9692,128,36.6,96,18,-0.08,9.92,0.89,4.04E+11,Standing
9693,129,36.6,98,18,-0.08,9.92,0.93,4.04E+11,Standing
9694,141,36.6,99,18,-0.11,9.96,0.93,4.04E+11,Standing
9695,128,36.5,98,18,-0.04,9.96,0.99,4.04E+11,Standing
9696,131,36.5,96,18,0,9.92,0.93,4.04E+11,Standing
9697,130,36.5,97,18,-0.04,9.89,0.95,4.04E+11,Standing
9698,138,36.7,96,18,-0.19,9.92,0.95,4.05E+11,Standing
9699,136,36.7,96,18,-0.3,9.92,0.99,4.05E+11,Standing
9700,139,36.6,96,18,-0.19,9.96,0.93,4.05E+11,Standing
9701,140,36.5,95,18,-0.11,9.89,0.93,4.05E+11,Standing
9702,132,36.6,96,18,-0.04,10,0.93,4.05E+11,Standing
9703,129,36.6,96,18,-0.08,9.96,0.84,4.05E+11,Standing
9704,139,36.7,99,18,-0.19,9.96,0.8,4.05E+11,Standing
9705,142,36.7,96,18,-0.27,9.92,0.8,4.05E+11,Standing
9706,139,36.7,98,18,-0.27,9.96,0.8,4.05E+11,Standing
9707,134,36.7,99,18,-0.11,9.96,0.8,4.05E+11,Standing
9708,142,36.7,99,18,-0.08,9.96,0.76,4.05E+11,Standing
9709,139,36.6,96,18,-0.11,9.92,0.84,4.05E+11,Standing
9710,140,36.6,96,18,-0.04,9.96,0.72,4.05E+11,Standing
9711,139,36.6,95,18,-0.27,9.96,0.76,4.05E+11,Standing
9712,141,36.6,97,18,-0.27,9.92,0.76,4.05E+11,Standing
9713,138,36.6,96,18,-0.23,9.96,0.8,4.05E+11,Standing
9714,140,36.7,98,18,-0.19,9.96,0.72,4.05E+11,Standing
9715,132,36.7,97,18,-0.15,9.96,0.69,4.05E+11,Standing
9716,131,36.6,95,18,-0.15,9.96,0.65,4.05E+11,Standing
9717,129,36.6,99,18,-0.11,9.96,0.72,4.05E+11,Standing
9718,138,36.7,98,18,-0.15,9.96,0.72,4.06E+11,Standing
9719,135,36.6,96,18,-0.15,9.96,0.72,4.06E+11,Standing
9720,136,36.6,98,18,-0.15,9.96,0.8,4.06E+11,Standing
9721,133,36.5,96,18,-0.08,9.96,0.76,4.06E+11,Standing
9722,130,36.5,98,18,-0.08,10,0.72,4.06E+11,Standing
9723,132,36.5,98,18,-0.11,9.96,0.76,4.06E+11,Standing
9724,128,36.5,99,18,-0.11,9.92,0.8,4.06E+11,Standing
9725,141,36.5,95,18,-0.15,10,0.84,4.06E+11,Standing
9726,140,36.6,99,18,-0.04,10,0.84,4.06E+11,Standing
9727,129,36.6,95,18,-0.08,9.96,0.93,4.06E+11,Standing
9728,136,36.6,99,18,-0.15,9.96,0.76,4.06E+11,Standing
9729,139,36.5,97,18,-0.23,9.96,0.8,4.06E+11,Standing
9730,136,36.6,96,18,-0.15,10,0.76,4.06E+11,Standing
9731,134,36.5,99,18,-0.19,9.96,0.72,4.06E+11,Standing
9732,141,36.6,95,18,-0.11,9.92,0.89,4.06E+11,Standing
9733,142,36.6,99,18,-0.04,9.92,0.89,4.06E+11,Standing
9734,128,36.6,95,18,0.04,9.92,0.95,4.06E+11,Standing
9735,132,36.6,98,18,0,9.92,0.95,4.06E+11,Standing
9736,139,36.6,98,18,0,10,0.93,4.06E+11,Standing
9737,135,36.5,98,18,-0.08,9.92,0.93,4.06E+11,Standing
9738,131,36.7,99,18,-0.04,9.96,0.84,4.07E+11,Standing
9739,129,36.6,99,18,-0.19,9.92,0.95,4.07E+11,Standing
9740,134,36.7,95,18,-0.11,9.92,0.95,4.07E+11,Standing
9741,131,36.6,97,18,-0.08,9.92,0.93,4.07E+11,Standing
9742,134,36.6,96,18,-0.08,9.92,0.99,4.07E+11,Standing
9743,136,36.6,98,18,0,9.92,0.95,4.07E+11,Standing
9744,136,36.6,98,18,0.04,9.89,1.04,4.07E+11,Standing
9745,141,36.6,99,18,0.04,9.85,0.99,4.07E+11,Standing
9746,138,36.5,99,18,0,9.96,1.08,4.07E+11,Standing
9747,136,36.7,99,18,0,9.96,0.99,4.07E+11,Standing
9748,142,36.6,98,18,-0.08,9.89,1.08,4.07E+11,Standing
9749,142,36.6,98,18,-0.08,9.89,0.99,4.07E+11,Standing
9750,129,36.7,98,18,0.04,9.92,1.08,4.07E+11,Standing
9751,139,36.7,96,18,0.04,9.92,1.08,4.07E+11,Standing
9752,136,36.6,96,18,0.08,9.89,1.08,4.07E+11,Standing
9753,133,36.6,97,18,0,9.92,1.08,4.07E+11,Standing
9754,132,36.5,97,18,0,9.92,1.08,4.07E+11,Standing
9755,132,36.5,98,18,0.04,9.96,1.08,4.07E+11,Standing
9756,128,36.7,96,18,0.11,9.92,1.04,4.07E+11,Standing
9757,133,36.6,96,18,0.08,9.92,1.08,4.07E+11,Standing
9758,141,36.5,95,18,0.11,9.89,0.95,4.08E+11,Standing
9759,133,36.5,99,18,0.04,9.92,0.99,4.08E+11,Standing
9760,137,36.6,99,18,0.08,10,1.08,4.08E+11,Standing
9761,137,36.6,98,18,0,9.92,0.99,4.08E+11,Standing
9762,128,36.7,96,18,0,9.89,1.04,4.08E+11,Standing
9763,139,36.5,97,18,0,9.96,1.12,4.08E+11,Standing
9764,129,36.5,96,18,0.08,9.96,1.14,4.08E+11,Standing
9765,131,36.7,97,18,0.08,9.89,1.12,4.08E+11,Standing
9766,135,36.5,99,18,0.04,9.89,1.08,4.08E+11,Standing
9767,129,36.5,99,18,0,9.96,1.08,4.08E+11,Standing
9768,133,36.6,96,18,-0.04,9.89,1.08,4.08E+11,Standing
9769,128,36.6,95,18,-0.04,9.92,1.12,4.08E+11,Standing
9770,141,36.5,95,18,-0.04,9.92,1.12,4.08E+11,Standing
9771,130,36.7,97,18,-0.04,9.89,1.04,4.08E+11,Standing
9772,129,36.6,98,18,0,10,1.04,4.08E+11,Standing
9773,142,36.6,98,18,-0.04,9.96,0.99,4.08E+11,Standing
9774,129,36.5,98,18,-0.08,9.96,0.95,4.08E+11,Standing
9775,141,36.5,98,18,-0.08,10.04,0.99,4.08E+11,Standing
9776,128,36.6,99,18,-0.04,9.92,0.95,4.08E+11,Standing
9777,134,36.6,99,18,-0.11,10.12,0.99,4.08E+11,Standing
9778,138,36.7,97,18,-0.04,9.81,1.08,4.09E+11,Standing
9779,131,36.7,96,18,0.23,9.81,0.93,4.09E+11,Standing
9780,135,36.7,99,18,0.04,10.19,1.12,4.09E+11,Standing
9781,133,36.6,95,18,0.11,9.77,1.14,4.09E+11,Standing
9782,134,36.7,96,18,0.11,9.85,1.08,4.09E+11,Standing
9783,139,36.6,96,18,-0.19,9.81,1.14,4.09E+11,Standing
9784,129,36.6,96,18,-0.11,9.96,1.12,4.09E+11,Standing
9785,133,36.5,99,18,-0.04,9.96,1.23,4.09E+11,Standing
9786,140,36.6,99,18,0.08,9.85,1.18,4.09E+11,Standing
9787,132,36.7,96,18,0,9.85,1.18,4.09E+11,Standing
9788,131,36.5,98,18,0.11,9.92,1.12,4.09E+11,Standing
9789,134,36.6,97,18,0,9.92,1.18,4.09E+11,Standing
9790,140,36.7,98,18,0.08,9.85,1.14,4.09E+11,Standing
9791,128,36.5,96,18,0,9.96,1.23,4.09E+11,Standing
9792,130,36.7,96,18,-0.04,9.81,1.14,4.09E+11,Standing
9793,140,36.6,98,18,-0.11,10,1.23,4.09E+11,Standing
9794,138,36.5,99,18,-0.04,9.81,1.31,4.09E+11,Standing
9795,138,36.6,96,18,0.04,9.85,1.23,4.09E+11,Standing
9796,138,36.6,98,18,0.11,9.96,1.33,4.09E+11,Standing
9797,129,36.6,96,18,0,9.89,1.27,4.09E+11,Standing
9798,138,36.6,99,18,0,9.89,1.27,4.09E+11,Standing
9799,130,36.6,99,18,0,9.85,1.23,4.10E+11,Standing
9800,140,36.6,95,18,0.27,10.04,0.93,4.10E+11,Standing
9801,135,36.7,99,18,-0.04,9.81,1.46,4.10E+11,Standing
9802,136,36.6,95,18,0.23,9.96,0.99,4.10E+11,Standing
9803,129,36.6,98,18,0.08,9.92,1.31,4.10E+11,Standing
9804,133,36.5,96,18,0.11,9.92,1.23,4.10E+11,Standing
9805,131,36.6,96,18,0.11,9.85,1.31,4.10E+11,Standing
9806,138,36.6,98,18,0.11,9.96,1.23,4.10E+11,Standing
9807,130,36.6,95,18,-0.08,10,0.99,4.10E+11,Standing
9808,139,36.5,98,18,-0.19,9.77,1.08,4.10E+11,Standing
9809,132,36.6,95,18,0.15,10.04,0.99,4.10E+11,Standing
9810,134,36.6,98,18,-0.19,10.08,1.08,4.10E+11,Standing
9811,130,36.6,97,18,-0.11,10,1.08,4.10E+11,Standing
9812,128,36.7,95,18,-0.11,9.77,1.08,4.10E+11,Standing
9813,141,36.5,97,18,-0.11,9.77,1.08,4.10E+11,Standing
9814,129,36.5,98,18,0.15,9.92,0.99,4.10E+11,Standing
9815,140,36.5,99,18,0,9.92,1.04,4.10E+11,Standing
9816,137,36.5,97,18,-0.04,9.92,0.99,4.10E+11,Standing
9817,140,36.5,97,18,-0.15,9.96,1.14,4.10E+11,Standing
9818,140,36.6,99,18,-0.15,9.92,1.18,4.11E+11,Standing
9819,140,36.6,96,18,-0.08,9.89,1.18,4.11E+11,Standing
9820,129,36.7,96,18,0,9.85,1.18,4.11E+11,Standing
9821,130,36.6,98,18,-0.08,10,1.14,4.11E+11,Standing
9822,137,36.6,95,18,-0.23,9.92,1.14,4.11E+11,Standing
9823,132,36.6,96,18,-0.46,9.77,1.12,4.11E+11,Standing
9824,141,36.7,95,18,-0.42,9.85,1.08,4.11E+11,Standing
9825,130,36.7,99,18,-0.15,10.08,1.31,4.11E+11,Standing
9826,140,36.5,99,18,-0.15,9.77,1.14,4.11E+11,Standing
9827,138,36.6,95,18,-0.11,9.92,1.14,4.11E+11,Standing
9828,136,36.5,97,18,-0.15,9.96,1.18,4.11E+11,Standing
9829,133,36.5,98,18,-0.34,9.85,1.12,4.11E+11,Standing
9830,133,36.6,96,18,-0.23,9.96,1.14,4.11E+11,Standing
9831,133,36.6,95,18,-0.27,9.92,1.23,4.11E+11,Standing
9832,133,36.5,95,18,-0.19,9.89,1.14,4.11E+11,Standing
9833,135,36.5,95,18,-0.11,9.89,1.14,4.11E+11,Standing
9834,135,36.6,98,18,-0.23,9.92,1.12,4.11E+11,Standing
9835,142,36.6,97,18,-0.34,9.96,1.12,4.11E+11,Standing
9836,139,36.6,98,18,-0.3,9.89,1.27,4.11E+11,Standing
9837,139,36.6,95,18,-0.27,9.89,1.23,4.11E+11,Standing
9838,140,36.6,98,18,-0.27,9.85,1.14,4.12E+11,Standing
9839,141,36.7,95,18,-0.15,9.89,1.18,4.12E+11,Standing
9840,137,36.6,97,18,-0.23,9.89,1.14,4.12E+11,Standing
9841,128,36.5,99,18,-0.23,9.92,1.12,4.12E+11,Standing
9842,128,36.7,95,18,-0.3,9.89,1.12,4.12E+11,Standing
9843,136,36.5,99,18,-0.3,9.92,1.12,4.12E+11,Standing
9844,137,36.7,95,18,-0.27,9.89,1.14,4.12E+11,Standing
9845,128,36.7,98,18,-0.19,9.96,1.27,4.12E+11,Standing
9846,132,36.6,95,18,-0.11,9.96,1.23,4.12E+11,Standing
9847,141,36.6,96,18,-0.15,9.89,1.18,4.12E+11,Standing
9848,132,36.7,97,18,-0.23,9.96,1.08,4.12E+11,Standing
9849,142,36.6,96,18,-0.38,9.92,0.99,4.12E+11,Standing
9850,130,36.6,96,18,-0.5,9.96,0.95,4.12E+11,Standing
9851,140,36.7,96,18,-0.34,9.96,1.04,4.12E+11,Standing
9852,133,36.6,95,18,-0.08,10,0.99,4.12E+11,Standing
9853,134,36.7,97,18,0.11,9.89,0.95,4.12E+11,Standing
9854,140,36.7,96,18,-0.11,9.96,1.04,4.12E+11,Standing
9855,131,36.6,97,18,-0.23,10,0.93,4.12E+11,Standing
9856,133,36.5,98,18,-0.3,10,0.84,4.12E+11,Standing
9857,140,36.5,98,18,-0.72,10,1.04,4.12E+11,Standing
9858,128,36.7,99,18,-0.61,9.92,0.93,4.13E+11,Standing
9859,137,36.7,99,18,-0.46,9.92,0.95,4.13E+11,Standing
9860,138,36.7,97,18,-0.38,9.89,0.99,4.13E+11,Standing
9861,136,36.6,95,18,-0.38,9.89,1.12,4.13E+11,Standing
9862,138,36.6,98,18,-0.57,9.92,1.04,4.13E+11,Standing
9863,131,36.6,97,18,-0.65,9.96,1.08,4.13E+11,Standing
9864,142,36.6,95,18,-0.53,9.92,1.04,4.13E+11,Standing
9865,136,36.6,99,18,-0.53,9.92,1.04,4.13E+11,Standing
9866,135,36.5,95,18,-0.57,10.04,1.08,4.13E+11,Standing
9867,137,36.5,97,18,-0.65,9.89,1.04,4.13E+11,Standing
9868,131,36.5,95,18,-0.65,9.92,0.95,4.13E+11,Standing
9869,133,36.6,96,18,-0.61,9.85,1.04,4.13E+11,Standing
9870,133,36.5,99,18,-0.5,9.89,0.95,4.13E+11,Standing
9871,135,36.7,95,18,-0.61,9.89,1.08,4.13E+11,Standing
9872,128,36.5,97,18,-0.53,9.89,1.04,4.13E+11,Standing
9873,142,36.5,99,18,-0.61,9.92,1.14,4.13E+11,Standing
9874,139,36.6,99,18,-0.57,9.92,1.08,4.13E+11,Standing
9875,128,36.5,97,18,-0.61,9.92,0.95,4.13E+11,Standing
9876,142,36.7,95,18,-0.61,9.96,0.99,4.13E+11,Standing
9877,138,36.7,98,18,-0.69,9.85,0.95,4.13E+11,Standing
9878,134,36.6,96,18,-0.61,9.92,1.04,4.14E+11,Standing
9879,128,36.5,96,18,-0.53,9.89,0.95,4.14E+11,Standing
9880,135,36.6,99,18,-0.53,9.92,0.93,4.14E+11,Standing
9881,141,36.6,96,18,-0.65,9.92,0.89,4.14E+11,Standing
9882,137,36.6,97,18,-0.65,9.92,0.93,4.14E+11,Standing
9883,128,36.5,98,18,-0.72,9.92,0.89,4.14E+11,Standing
9884,138,36.6,96,18,-0.72,10,0.84,4.14E+11,Standing
9885,138,36.5,97,18,-0.72,10,0.93,4.14E+11,Standing
9886,131,36.7,99,18,-0.65,9.89,0.8,4.14E+11,Standing
9887,132,36.6,96,18,-0.69,9.96,0.84,4.14E+11,Standing
9888,131,36.5,97,18,-0.72,9.96,0.8,4.14E+11,Standing
9889,142,36.6,95,18,-0.76,9.96,0.84,4.14E+11,Standing
9890,140,36.7,98,18,-0.72,9.96,0.8,4.14E+11,Standing
9891,135,36.5,99,18,-0.69,10.04,0.8,4.14E+11,Standing
9892,138,36.6,96,18,-0.61,9.96,0.89,4.14E+11,Standing
9893,140,36.6,98,18,-0.61,9.96,0.8,4.14E+11,Standing
9894,129,36.6,97,18,-0.65,9.92,0.84,4.14E+11,Standing
9895,137,36.7,97,18,-0.72,9.92,0.76,4.14E+11,Standing
9896,136,36.7,98,18,-0.61,9.92,0.84,4.14E+11,Standing
9897,133,36.7,97,18,-0.53,9.96,0.84,4.14E+11,Standing
9898,142,36.6,95,18,-0.57,9.89,0.84,4.15E+11,Standing
9899,135,36.6,99,18,-0.53,9.89,0.84,4.15E+11,Standing
9900,133,36.7,97,18,-0.61,9.85,0.76,4.15E+11,Standing
9901,128,36.7,95,18,-0.69,9.81,0.72,4.15E+11,Standing
9902,129,36.6,96,18,-0.89,9.92,0.69,4.15E+11,Standing
9903,142,36.5,97,18,-0.72,9.96,0.84,4.15E+11,Standing
9904,141,36.6,99,18,-0.65,10.08,0.72,4.15E+11,Standing
9905,142,36.6,97,18,-0.69,10.08,0.69,4.15E+11,Standing
9906,133,36.5,95,18,-0.72,10,0.57,4.15E+11,Standing
9907,128,36.5,99,18,-0.69,9.72,0.5,4.15E+11,Standing
9908,142,36.6,97,18,-0.5,9.81,0.53,4.15E+11,Standing
9909,134,36.6,95,18,-0.34,10,0.57,4.15E+11,Standing
9910,134,36.6,98,18,-0.34,10.08,0.65,4.15E+11,Standing
9911,137,36.5,97,18,-0.53,10.04,0.89,4.15E+11,Standing
9912,140,36.6,98,18,-0.53,10.04,0.89,4.15E+11,Standing
9913,130,36.6,99,18,-0.34,10,0.69,4.15E+11,Standing
9914,128,36.7,96,18,-0.5,9.92,0.57,4.15E+11,Standing
9915,132,36.6,97,18,-0.69,9.96,0.53,4.15E+11,Standing
9916,140,36.5,97,18,-0.5,9.92,0.61,4.15E+11,Standing
9917,140,36.6,99,18,-0.65,9.96,0.61,4.15E+11,Standing
9918,142,36.7,98,18,-0.65,10,0.65,4.16E+11,Standing
9919,132,36.6,99,18,-0.65,9.96,0.72,4.16E+11,Standing
9920,139,36.6,95,18,-0.61,9.92,0.61,4.16E+11,Standing
9921,136,36.5,98,18,-0.57,9.89,0.65,4.16E+11,Standing
9922,135,36.7,98,18,-0.53,9.89,0.61,4.16E+11,Standing
9923,140,36.6,99,18,-0.5,9.96,0.65,4.16E+11,Standing
9924,134,36.7,99,18,-0.53,10,0.65,4.16E+11,Standing
9925,131,36.6,96,18,-0.5,9.92,0.65,4.16E+11,Standing
9926,136,36.5,98,18,-0.5,10,0.76,4.16E+11,Standing
9927,141,36.5,98,18,-0.38,9.96,0.72,4.16E+11,Standing
9928,132,36.5,96,18,-0.34,9.96,0.72,4.16E+11,Standing
9929,141,36.6,97,18,-0.3,10,0.72,4.16E+11,Standing
9930,139,36.7,96,18,-0.42,9.92,0.76,4.16E+11,Standing
9931,138,36.6,98,18,-0.42,9.96,0.84,4.16E+11,Standing
9932,136,36.6,96,18,-0.42,9.92,0.76,4.16E+11,Standing
9933,136,36.7,96,18,-0.42,9.92,0.84,4.16E+11,Standing
9934,137,36.6,98,18,-0.42,9.89,0.8,4.16E+11,Standing
9935,140,36.6,96,18,-0.27,9.92,0.89,4.16E+11,Standing
9936,130,36.6,97,18,-0.42,9.92,0.84,4.16E+11,Standing
9937,140,36.6,96,18,-0.34,9.96,0.89,4.16E+11,Standing
9938,129,36.5,99,18,-0.38,9.96,0.84,4.17E+11,Standing
9939,134,36.5,96,18,-0.23,10.04,0.76,4.17E+11,Standing
9940,135,36.6,95,18,-0.23,10.12,0.53,4.17E+11,Standing
9941,134,36.6,96,18,-0.69,10.04,0.46,4.17E+11,Standing
9942,133,36.6,96,18,-0.69,9.92,0.57,4.17E+11,Standing
9943,137,36.6,95,18,-0.65,9.72,0.8,4.17E+11,Standing
9944,129,36.6,95,18,-0.04,9.72,0.95,4.17E+11,Standing
9945,129,36.5,95,18,-0.11,9.81,1.04,4.17E+11,Standing
9946,134,36.6,97,18,-0.27,10.08,1.27,4.17E+11,Standing
9947,131,36.7,97,18,-0.23,9.96,1.08,4.17E+11,Standing
9948,136,36.6,95,18,-0.15,10.04,1.23,4.17E+11,Standing
9949,128,36.6,99,18,-0.23,9.66,1.18,4.17E+11,Standing
9950,132,36.6,99,18,-0.11,9.77,1.27,4.17E+11,Standing
9951,128,36.6,99,18,-0.27,9.85,1.31,4.17E+11,Standing
9952,137,36.5,98,18,-0.27,9.85,1.33,4.17E+11,Standing
9953,134,36.7,97,18,-0.08,9.77,1.27,4.17E+11,Standing
9954,135,36.6,97,18,-0.19,10,1.31,4.17E+11,Standing
9955,131,36.5,96,18,-0.3,9.89,1.31,4.17E+11,Standing
9956,137,36.6,99,18,-0.34,9.92,1.23,4.17E+11,Standing
9957,129,36.6,95,18,-0.23,9.96,1.12,4.17E+11,Standing
9958,135,36.6,97,18,-0.23,9.92,1.04,4.18E+11,Standing
9959,135,36.5,95,18,-0.04,9.92,1.04,4.18E+11,Standing
9960,136,36.6,96,18,-0.04,9.92,1.04,4.18E+11,Standing
9961,138,36.6,99,18,-0.11,9.89,1.08,4.18E+11,Standing
9962,132,36.6,97,18,-0.46,9.85,1.08,4.18E+11,Standing
9963,137,36.5,96,18,-0.57,9.89,0.84,4.18E+11,Standing
9964,134,36.6,97,18,-0.61,9.85,0.93,4.18E+11,Standing
9965,135,36.5,98,18,-0.34,9.89,1.12,4.18E+11,Standing
9966,141,36.6,97,18,-0.19,9.96,1.04,4.18E+11,Standing
9967,135,36.5,95,18,-0.19,10.04,0.99,4.18E+11,Standing
9968,136,36.6,96,18,-0.3,10.08,1.04,4.18E+11,Standing
9969,131,36.6,99,18,-0.27,9.89,0.8,4.18E+11,Standing
9970,137,36.6,97,18,-0.46,9.85,0.61,4.18E+11,Standing
9971,135,36.7,98,18,-0.61,10.04,0.72,4.18E+11,Standing
9972,140,36.6,95,18,-0.5,9.96,0.76,4.18E+11,Standing
9973,138,36.7,98,18,-0.23,9.89,0.8,4.18E+11,Standing
9974,142,36.6,96,18,-0.38,9.92,0.8,4.18E+11,Standing
9975,129,36.5,99,18,-0.42,9.89,0.76,4.18E+11,Standing
9976,134,36.6,95,18,-0.38,9.92,0.76,4.18E+11,Standing
9977,130,36.7,95,18,-0.53,9.92,0.8,4.18E+11,Standing
9978,136,36.5,96,18,-0.34,9.89,0.84,4.19E+11,Standing
9979,130,36.6,99,18,-0.34,9.89,0.84,4.19E+11,Standing
9980,129,36.7,96,18,-0.3,9.92,0.84,4.19E+11,Standing
9981,142,36.6,98,18,-0.42,10,0.8,4.19E+11,Standing
9982,131,36.7,98,18,-0.34,9.92,0.76,4.19E+11,Standing
9983,137,36.6,96,18,-0.5,10.04,0.76,4.19E+11,Standing
9984,132,36.7,97,18,-0.61,9.92,0.72,4.19E+11,Standing
9985,131,36.7,97,18,-0.57,9.89,0.72,4.19E+11,Standing
9986,139,36.7,98,18,-0.3,9.92,0.84,4.19E+11,Standing
9987,136,36.6,99,18,-0.19,9.92,0.93,4.19E+11,Standing
9988,140,36.6,99,18,-0.23,9.89,0.93,4.19E+11,Standing
9989,141,36.5,99,18,-0.27,9.96,0.84,4.19E+11,Standing
9990,139,36.7,99,18,-0.53,9.96,0.69,4.19E+11,Standing
9991,142,36.6,99,18,-0.53,9.89,0.57,4.19E+11,Standing
9992,141,36.5,98,18,-0.27,10,0.8,4.19E+11,Standing
9993,140,36.6,98,18,-0.08,9.96,0.99,4.19E+11,Standing
9994,130,36.6,98,18,-0.15,9.85,0.84,4.19E+11,Standing
9995,137,36.6,98,18,-0.53,9.89,0.93,4.19E+11,Standing
9996,135,36.6,99,18,-0.84,9.85,0.69,4.19E+11,Standing
9997,138,36.5,97,18,-0.91,9.85,0.57,4.19E+11,Standing
9998,130,36.6,97,18,-0.84,9.89,0.65,4.20E+11,Standing
9999,133,36.6,95,18,-0.57,9.81,0.8,4.20E+11,Standing
10000,133,36.7,96,18,-0.34,9.96,0.72,4.20E+11,Standing
10001,132,36.6,99,18,-0.46,10.15,0.8,4.20E+11,Standing
10002,139,36.7,95,18,-0.46,10.15,0.89,4.20E+11,Standing
10003,138,36.6,99,18,-0.19,10.04,0.72,4.20E+11,Standing
10004,137,36.5,95,18,-0.27,9.96,0.65,4.20E+11,Standing
10005,138,36.7,96,18,-0.34,9.89,0.65,4.20E+11,Standing
10006,141,36.7,98,18,-0.46,9.92,0.53,4.20E+11,Standing
10007,129,36.5,97,18,-0.34,9.92,0.57,4.20E+11,Standing
10008,128,36.7,96,18,-0.19,9.92,0.76,4.20E+11,Standing
10009,132,36.6,97,18,-0.23,9.96,0.72,4.20E+11,Standing
10010,141,36.6,95,18,-0.27,9.92,0.72,4.20E+11,Standing
10011,128,36.6,98,18,-0.3,9.96,0.69,4.20E+11,Standing
10012,137,36.5,99,18,-0.34,9.89,0.61,4.20E+11,Standing
10013,135,36.6,98,18,-0.5,9.92,0.57,4.20E+11,Standing
10014,133,36.7,99,18,-0.65,9.96,0.46,4.20E+11,Standing
10015,136,36.6,98,18,-0.69,10,0.5,4.20E+11,Standing
10016,133,36.5,97,18,-0.76,9.89,0.46,4.20E+11,Standing
10017,136,36.5,95,18,-0.76,10,0.53,4.20E+11,Standing
10018,139,36.7,95,18,-0.57,10.04,0.69,4.21E+11,Standing
10019,131,36.7,96,18,-0.3,9.81,0.61,4.21E+11,Standing
10020,132,36.6,96,18,-0.38,10,0.72,4.21E+11,Standing
10021,130,36.7,99,18,-0.76,9.96,0.61,4.21E+11,Standing
10022,131,36.6,97,18,-0.23,9.96,0.8,4.21E+11,Standing
10023,132,36.6,98,18,-0.11,10.08,0.93,4.21E+11,Standing
10024,132,36.5,98,18,-0.15,9.89,0.89,4.21E+11,Standing
10025,138,36.5,99,18,-0.19,9.89,0.65,4.21E+11,Standing
10026,139,36.6,97,18,-0.57,9.85,0.76,4.21E+11,Standing
10027,129,36.7,99,18,-0.84,10.15,0.72,4.21E+11,Standing
10028,128,36.7,97,18,-0.61,10,0.8,4.21E+11,Standing
10029,139,36.7,97,18,-0.42,9.85,0.76,4.21E+11,Standing
10030,138,36.7,98,18,-0.23,9.85,0.8,4.21E+11,Standing
10031,130,36.5,98,18,-0.34,9.89,0.76,4.21E+11,Standing
10032,139,36.6,96,18,-0.57,9.85,0.72,4.21E+11,Standing
10033,135,36.7,99,18,-0.61,9.92,0.76,4.21E+11,Standing
10034,137,36.6,95,18,-0.57,9.96,0.72,4.21E+11,Standing
10035,140,36.6,98,18,-0.42,9.92,0.8,4.21E+11,Standing
10036,134,36.6,96,18,-0.53,9.96,0.76,4.21E+11,Standing
10037,140,36.5,98,18,-0.61,9.92,0.76,4.21E+11,Standing
10038,135,36.6,99,18,-0.61,10,0.65,4.22E+11,Standing
10039,136,36.7,95,18,-0.76,9.96,0.65,4.22E+11,Standing
10040,135,36.7,97,18,-0.65,9.89,0.65,4.22E+11,Standing
10041,133,36.5,99,18,-0.53,10,0.72,4.22E+11,Standing
10042,138,36.7,99,18,-0.46,9.96,0.89,4.22E+11,Standing
10043,137,36.6,97,18,-0.38,9.92,0.84,4.22E+11,Standing
10044,140,36.5,95,18,-0.57,10,0.76,4.22E+11,Standing
